Index,Start_Time,End_Time,Length,MOSI,MISO,Frequency,Error
2841,60.306776s,60.306821s,5,80 D4 00 00 00,00 00 00 01 81,713.34 KHz,-
2842,60.306833s,60.306878s,5,00 D4 00 00 02,00 00 00 01 00,716.21 KHz,-
2843,60.306890s,60.306936s,5,80 D4 00 00 00,00 00 00 01 A1,714.29 KHz,-
2844,60.306948s,60.306993s,5,80 D4 00 18 00,00 00 00 01 44,715.89 KHz,-
2845,60.307006s,60.307085s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,713.02 KHz,-
2846,60.307097s,60.307377s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,713.02 KHz,-
2847,60.312390s,60.312436s,5,80 D4 00 18 00,00 00 00 01 84,696.87 KHz,-
2848,60.317449s,60.317494s,5,80 D4 00 18 00,00 00 00 01 84,715.57 KHz,-
2849,60.317507s,60.317552s,5,00 D4 00 18 20,00 00 00 01 00,713.02 KHz,-
2850,60.322565s,60.322610s,5,80 D4 00 18 00,00 00 00 01 94,698.09 KHz,-
2851,60.322623s,60.322702s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04,713.02 KHz,-
2852,60.322714s,60.322860s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00,714.29 KHz,-
2853,60.327873s,60.327918s,5,80 D4 00 18 00,00 00 00 01 94,717.17 KHz,-
2854,60.327931s,60.328010s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04,713.02 KHz,-
2855,60.328022s,60.328291s,25,94 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,711.75 KHz,-
2856,60.328304s,60.328349s,5,00 D4 00 18 40,00 00 00 01 00,714.93 KHz,-
2857,60.328361s,60.328406s,5,00 D4 00 00 20,00 00 00 01 00,717.49 KHz,-
2858,60.328420s,60.328466s,5,80 D4 00 00 00,00 00 00 01 81,713.34 KHz,-
2859,60.328478s,60.328523s,5,00 D4 00 00 02,00 00 00 01 00,709.85 KHz,-
2860,60.328536s,60.328581s,5,80 D4 00 00 00,00 00 00 01 A1,713.02 KHz,-
2861,60.328593s,60.328639s,5,80 D4 00 18 00,00 00 00 01 44,707.03 KHz,-
2862,60.328652s,60.328731s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,713.34 KHz,-
2863,60.328743s,60.329024s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,713.02 KHz,-
2864,60.334037s,60.334083s,5,80 D4 00 18 00,00 00 00 01 84,690.85 KHz,-
2865,60.339096s,60.339142s,5,80 D4 00 18 00,00 00 00 01 84,707.34 KHz,-
2866,60.339154s,60.339199s,5,00 D4 00 18 20,00 00 00 01 00,711.43 KHz,-
2867,60.344213s,60.344260s,5,80 D4 00 18 00,00 00 00 01 94,670.30 KHz,-
2868,60.344273s,60.344354s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04,693.25 KHz,-
2869,60.344366s,60.344516s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00,698.69 KHz,-
2870,60.349529s,60.349576s,5,80 D4 00 18 00,00 00 00 01 94,680.86 KHz,-
2871,60.349589s,60.349669s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04,698.09 KHz,-
2872,60.349682s,60.349912s,21,90 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,698.09 KHz,-
2873,60.349925s,60.349971s,5,00 D4 00 18 40,00 00 00 01 00,698.09 KHz,-
2874,60.349984s,60.350030s,5,00 D4 00 00 20,00 00 00 01 00,697.48 KHz,-
2875,60.350044s,60.350090s,5,80 D4 00 00 00,00 00 00 01 81,696.87 KHz,-
2876,60.350103s,60.350149s,5,00 D4 00 00 02,00 00 00 01 00,696.87 KHz,-
2877,60.350162s,60.350208s,5,80 D4 00 00 00,00 00 00 01 A1,697.78 KHz,-
2878,60.350221s,60.350268s,5,80 D4 00 18 00,00 00 00 01 44,692.05 KHz,-
2879,60.350281s,60.350361s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,697.48 KHz,-
2880,60.350374s,60.351144s,68,3F D4 00 24 80 02 00 00 00 41 00 00 01 82 00 00 00 05 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B D8 04 3D 6B 7B 85 AD 35 8E B3 B6 AE 6A 87 3A B7 EF 23 A2 63 52 C5 DC 4F AA 5A EE DA CF 5E B4,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,696.87 KHz,-
2881,60.351156s,60.351202s,5,00 D4 00 24 1B,00 00 00 01 00,697.48 KHz,-
2882,60.356216s,60.356262s,5,80 D4 00 18 00,00 00 00 01 84,677.97 KHz,-
2883,60.361276s,60.361322s,5,80 D4 00 18 00,00 00 00 01 84,692.05 KHz,-
2884,60.361335s,60.361381s,5,00 D4 00 18 20,00 00 00 01 00,696.87 KHz,-
2885,60.366395s,60.366442s,5,80 D4 00 18 00,00 00 00 01 94,677.97 KHz,-
2886,60.366455s,60.366535s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04,696.87 KHz,-
2887,60.366548s,60.366697s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00,696.26 KHz,-
2888,60.371710s,60.371757s,5,80 D4 00 18 00,00 00 00 01 94,677.97 KHz,-
2889,60.371770s,60.371851s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04,687.29 KHz,-
2890,60.371864s,60.372001s,13,88 D4 00 24 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 00 00 01 00 00,696.87 KHz,-
2891,60.372014s,60.372060s,5,00 D4 00 18 40,00 00 00 01 00,696.87 KHz,-
2892,60.372073s,60.372119s,5,00 D4 00 00 20,00 00 00 01 00,692.95 KHz,-
2893,60.372142s,60.372188s,5,80 D4 00 00 00,00 00 00 01 81,698.09 KHz,-
2894,60.372201s,60.372247s,5,00 D4 00 00 02,00 00 00 01 00,698.09 KHz,-
2895,60.372259s,60.372306s,5,80 D4 00 00 00,00 00 00 01 A1,698.09 KHz,-
2896,60.372318s,60.372365s,5,80 D4 00 18 00,00 00 00 01 44,693.25 KHz,-
2897,60.372378s,60.372458s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,698.09 KHz,-
2898,60.372471s,60.372759s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,698.09 KHz,-
2899,60.377772s,60.377819s,5,80 D4 00 18 00,00 00 00 01 84,664.46 KHz,-
2900,60.382833s,60.382879s,5,80 D4 00 18 00,00 00 00 01 84,679.70 KHz,-
2901,60.382892s,60.382938s,5,00 D4 00 18 20,00 00 00 01 00,698.69 KHz,-
2902,60.387952s,60.387999s,5,80 D4 00 18 00,00 00 00 01 94,665.56 KHz,-
2903,60.388013s,60.388093s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04,697.78 KHz,-
2904,60.388106s,60.388256s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00,698.69 KHz,-
2905,60.393269s,60.393316s,5,80 D4 00 18 00,00 00 00 01 94,664.46 KHz,-
2906,60.393329s,60.393410s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04,698.09 KHz,-
2907,60.393423s,60.393699s,25,94 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,698.09 KHz,-
2908,60.393712s,60.393758s,5,00 D4 00 18 40,00 00 00 01 00,698.09 KHz,-
2909,60.393771s,60.393817s,5,00 D4 00 00 20,00 00 00 01 00,695.96 KHz,-
2910,60.393831s,60.393877s,5,80 D4 00 00 00,00 00 00 01 81,696.57 KHz,-
2911,60.393890s,60.393936s,5,00 D4 00 00 02,00 00 00 01 00,698.09 KHz,-
2912,60.393949s,60.393995s,5,80 D4 00 00 00,00 00 00 01 A1,695.66 KHz,-
2913,60.394008s,60.394054s,5,80 D4 00 18 00,00 00 00 01 44,692.95 KHz,-
2914,60.394067s,60.394148s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,698.69 KHz,-
2915,60.394160s,60.394448s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,698.69 KHz,-
2916,60.399461s,60.399508s,5,80 D4 00 18 00,00 00 00 01 84,664.46 KHz,-
2917,60.404522s,60.404568s,5,80 D4 00 18 00,00 00 00 01 84,680.28 KHz,-
2918,60.404581s,60.404627s,5,00 D4 00 18 20,00 00 00 01 00,698.69 KHz,-
2919,60.409641s,60.409688s,5,80 D4 00 18 00,00 00 00 01 94,665.01 KHz,-
2920,60.409702s,60.409782s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04,699.00 KHz,-
2921,60.409795s,60.409945s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00,698.69 KHz,-
2922,60.414958s,60.415005s,5,80 D4 00 18 00,00 00 00 01 94,667.51 KHz,-
2923,60.415018s,60.415099s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04,698.09 KHz,-
2924,60.415112s,60.415342s,21,90 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,698.09 KHz,-
2925,60.415355s,60.415401s,5,00 D4 00 18 40,00 00 00 01 00,698.69 KHz,-
2926,60.415414s,60.415460s,5,00 D4 00 00 20,00 00 00 01 00,696.57 KHz,-
2927,60.415473s,60.415520s,5,80 D4 00 00 00,00 00 00 01 81,696.87 KHz,-
2928,60.415532s,60.415578s,5,00 D4 00 00 02,00 00 00 01 00,696.87 KHz,-
2929,60.415591s,60.415637s,5,80 D4 00 00 00,00 00 00 01 A1,696.87 KHz,-
2930,60.415650s,60.415696s,5,80 D4 00 18 00,00 00 00 01 44,693.55 KHz,-
2931,60.415709s,60.415790s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,696.87 KHz,-
2932,60.415802s,60.416444s,57,34 D4 00 24 80 02 00 00 00 35 00 00 01 82 00 00 00 05 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 04 47 55 45 DD C9 78 D7 BF D0 36 FA CC 7E 2E 98 7F 48 18 9F 0D,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,696.26 KHz,-
2933,60.421458s,60.421504s,5,80 D4 00 18 00,00 00 00 01 84,677.97 KHz,-
2934,60.426518s,60.426564s,5,80 D4 00 18 00,00 00 00 01 84,693.85 KHz,-
2935,60.426577s,60.426623s,5,00 D4 00 18 20,00 00 00 01 00,696.87 KHz,-
2936,60.431637s,60.431683s,5,80 D4 00 18 00,00 00 00 01 94,679.41 KHz,-
2937,60.431696s,60.431777s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04,695.96 KHz,-
2938,60.431789s,60.431939s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00,696.26 KHz,-
2939,60.436952s,60.436999s,5,80 D4 00 18 00,00 00 00 01 94,675.68 KHz,-
2940,60.437012s,60.437092s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04,696.87 KHz,-
2941,60.437105s,60.437243s,13,88 D4 00 24 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 00 00 01 00 00,696.87 KHz,-
2942,60.437256s,60.437302s,5,00 D4 00 18 40,00 00 00 01 00,696.87 KHz,-
2943,60.437314s,60.437361s,5,00 D4 00 00 20,00 00 00 01 00,692.95 KHz,-
2944,60.437375s,60.437421s,5,80 D4 00 00 00,00 00 00 01 81,695.35 KHz,-
2945,60.437433s,60.437480s,5,00 D4 00 00 02,00 00 00 01 00,696.87 KHz,-
2946,60.437492s,60.437538s,5,80 D4 00 00 00,00 00 00 01 A1,698.69 KHz,-
2947,60.437551s,60.437598s,5,80 D4 00 18 00,00 00 00 01 44,692.95 KHz,-
2948,60.437610s,60.437691s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,698.69 KHz,-
2949,60.437704s,60.437991s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 05 00 00 00 00 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,698.69 KHz,-
2950,60.443004s,60.443052s,5,80 D4 00 18 00,00 00 00 01 84,665.84 KHz,-
2951,60.448066s,60.448113s,5,80 D4 00 18 00,00 00 00 01 84,674.26 KHz,-
2952,60.448126s,60.448173s,5,00 D4 00 18 20,00 00 00 01 00,698.09 KHz,-
2953,60.453186s,60.453234s,5,80 D4 00 18 00,00 00 00 01 94,665.56 KHz,-
2954,60.453247s,60.453328s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1F 00 04,698.69 KHz,-
2955,60.453340s,60.453490s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1F 00 00 00 00,698.09 KHz,-
2956,60.458503s,60.458551s,5,80 D4 00 18 00,00 00 00 01 94,666.12 KHz,-
2957,60.458563s,60.458644s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 15 00 04,698.09 KHz,-
2958,60.458657s,60.458933s,25,94 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 05 00 00 00 02 00 04 03 FF FF FF 00 0B 03 FF FF FF,698.39 KHz,-
2959,60.458946s,60.458992s,5,00 D4 00 18 40,00 00 00 01 00,697.48 KHz,-
2960,60.459004s,60.459050s,5,00 D4 00 00 20,00 00 00 01 00,696.26 KHz,-
2961,60.459065s,60.459111s,5,80 D4 00 00 00,00 00 00 01 81,698.09 KHz,-
2962,60.459124s,60.459170s,5,00 D4 00 00 02,00 00 00 01 00,698.09 KHz,-
2963,60.459183s,60.459229s,5,80 D4 00 00 00,00 00 00 01 A1,698.69 KHz,-
2964,60.459241s,60.459288s,5,80 D4 00 18 00,00 00 00 01 44,692.65 KHz,-
2965,60.459301s,60.459381s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,698.09 KHz,-
2966,60.459394s,60.459681s,26,15 D4 00 24 80 01 00 00 00 16 00 00 01 7A 00 00 00 06 00 00 01 12 00 00 00 01,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,698.09 KHz,-
2967,60.464695s,60.464742s,5,80 D4 00 18 00,00 00 00 01 84,667.23 KHz,-
2968,60.469755s,60.469802s,5,80 D4 00 18 00,00 00 00 01 84,679.41 KHz,-
2969,60.469815s,60.469861s,5,00 D4 00 18 20,00 00 00 01 00,698.39 KHz,-
2970,60.474874s,60.474922s,5,80 D4 00 18 00,00 00 00 01 94,666.67 KHz,-
2971,60.474935s,60.475016s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 1B 00 04,698.09 KHz,-
2972,60.475029s,60.475178s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00,698.09 KHz,-
2973,60.480192s,60.480239s,5,80 D4 00 18 00,00 00 00 01 94,664.46 KHz,-
2974,60.480252s,60.480332s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 11 00 04,698.09 KHz,-
2975,60.480345s,60.480575s,21,90 D4 00 24 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 01 00 00 00 06 00 00 00 01 00 00 01 12 00 00 00 18,698.39 KHz,-
2976,60.480588s,60.480634s,5,00 D4 00 18 40,00 00 00 01 00,699.00 KHz,-
2977,60.480647s,60.480693s,5,00 D4 00 00 20,00 00 00 01 00,696.26 KHz,-
2978,60.480707s,60.480753s,5,80 D4 00 00 00,00 00 00 01 81,696.26 KHz,-
2979,60.480765s,60.480811s,5,00 D4 00 00 02,00 00 00 01 00,696.87 KHz,-
2980,60.480824s,60.480870s,5,80 D4 00 00 00,00 00 00 01 A1,696.87 KHz,-
2981,60.480883s,60.480929s,5,80 D4 00 18 00,00 00 00 01 44,693.85 KHz,-
2982,60.480942s,60.481023s,8,83 D4 00 18 00 00 00 00,00 00 00 01 44 FF 00 04,696.87 KHz,-
2983,60.481035s,60.481803s,68,3F D4 00 24 80 02 00 00 00 41 00 00 01 82 00 00 00 05 00 00 00 09 40 00 00 09 00 00 00 00 00 00 00 00 01 00 0B B5 4F 75 42 CB D8 72 A8 1A 9D 9D EA 83 9B 2B 8D 74 7C 7E BD 5E A6 61 5C 40 F4 2F 44 A6 DB EB,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,696.57 KHz,-
2984,60.481816s,60.481862s,5,00 D4 00 24 A0,00 00 00 01 00,697.48 KHz,-
2985,60.486875s,60.486922s,5,80 D4 00 18 00,00 00 00 01 84,677.97 KHz,-
2986,60.491935s,60.491982s,5,80 D4 00 18 00,00 00 00 01 84,689.96 KHz,-
2987,60.491995s,60.492041s,5,00 D4 00 18 20,00 00 00 01 00,696.87 KHz,-
2988,60.497054s,60.497101s,5,80 D4 00 18 00,00 00 00 01 94,677.97 KHz,-
2989,60.497114s,60.497194s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 13 00 04,696.87 KHz,-
2990,60.497207s,60.497356s,14,89 D4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 02 00 00 00 13 00 00 00 00,696.57 KHz,-
2991,60.502370s,60.502416s,5,80 D4 00 18 00,00 00 00 01 94,675.68 KHz,-
2992,60.502429s,60.502510s,8,83 D4 00 18 00 00 00 00,00 00 00 01 94 09 00 04,696.87 KHz,-
2993,60.502522s,60.502660s,13,88 D4 00 24 00 00 00 00 00 00 00 00 00,00 00 00 01 00 00 00 00 00 00 01 00 00,696.87 KHz,-
2994,60.502673s,60.502719s,5,00 D4 00 18 40,00 00 00 01 00,697.17 KHz,-
2995,60.502732s,60.502778s,5,00 D4 00 00 20,00 00 00 01 00,692.65 KHz,-
2996,70.860037s,70.860082s,8,83 FC 0F 00 00 00 00 00,00 00 00 01 D1 15 1B 00,1.1817 MHz,-
2997,70.860104s,70.860128s,5,80 DC 00 00 00,00 00 00 01 81,1.4733 MHz,-
2998,70.860146s,70.860184s,8,C3 DC 00 0C 00 00 00 00,00 00 00 01 8F 00 00 00,1.6327 MHz,-
2999,70.860201s,70.860239s,8,83 D4 00 14 00 00 00 00,00 00 00 01 97 06 00 30,1.6244 MHz,-
3000,70.860258s,70.860281s,5,C0 F6 00 00 00,00 00 00 01 81,1.6737 MHz,-
3001,70.860298s,70.860322s,5,00 D6 00 00 03,00 00 00 01 00,1.7938 MHz,-
3002,70.860340s,70.860363s,5,80 F4 00 00 00,00 00 00 01 A1,1.6261 MHz,-
3003,70.860380s,70.860420s,8,03 D6 00 08 8F 00 00 00,00 00 00 01 00 00 00 00,1.7938 MHz,-
3004,70.860437s,70.860461s,5,00 FE 00 00 B0,00 00 00 01 00,1.7680 MHz,-
3005,70.860480s,70.860503s,5,80 D4 00 00 00,00 00 00 01 81,1.6065 MHz,-
3006,70.860520s,70.860544s,5,00 DE 00 00 02,00 00 00 01 00,1.7898 MHz,-
3007,70.860562s,70.860585s,5,80 D6 00 00 00,00 00 00 01 A1,1.6428 MHz,-
3008,70.860628s,70.860652s,5,80 FC 00 1C 00,00 00 00 01 44,1.6195 MHz,-
3009,70.860670s,70.860707s,8,C3 FE 00 1C 00 00 00 00,00 00 00 01 44 FF 00 04,1.6327 MHz,-
3010,70.860725s,70.860849s,25,1C DE 00 24 80 01 80 00 00 16 00 00 01 FE 00 00 00 07 00 00 01 2D 00 00 00,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.4110 MHz,-
3011,70.860866s,70.860889s,5,80 D4 00 1C 00,00 00 00 01 0C,1.6667 MHz,-
3012,70.862393s,70.862424s,5,80 F6 00 18 00,00 00 00 01 8C,959.81 KHz,-
3013,70.862443s,70.862468s,5,80 D6 00 1C 00,00 00 00 01 8C,1.6394 MHz,-
3014,70.862486s,70.862512s,5,80 DC 00 26 01,00 00 00 01 00,1.3491 MHz,-
3015,70.862530s,70.862555s,5,80 DE 00 18 00,00 00 00 01 84,1.5385 MHz,-
3016,70.862572s,70.862598s,5,80 DC 00 18 00,00 00 00 01 84,1.2452 MHz,-
3017,70.862615s,70.862641s,5,00 FC 00 18 20,00 00 00 01 00,1.6211 MHz,-
3018,70.862660s,70.862685s,5,C0 FE 00 1C 00,00 00 00 01 84,1.4085 MHz,-
3019,70.866225s,70.866257s,5,80 FC 00 18 00,00 00 00 01 94,1.1595 MHz,-
3020,70.866279s,70.866306s,5,80 D4 00 18 00,00 00 00 01 94,1.3224 MHz,-
3021,70.866325s,70.866366s,8,83 F4 00 1C 00 00 00 00,00 00 00 01 94 1B 00 04,1.4599 MHz,-
3022,70.866383s,70.866453s,14,89 F4 00 24 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 1B 00 00 00 00,1.5152 MHz,-
3023,70.866471s,70.866494s,5,80 D4 00 18 00,00 00 00 01 94,1.6327 MHz,-
3024,70.866512s,70.866551s,8,83 D4 00 1C 00 00 00 00,00 00 00 01 94 11 00 04,1.6737 MHz,-
3025,70.866568s,70.866669s,21,98 F4 00 26 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,00 00 00 01 01 00 00 00 06 00 00 00 01 00 00 01 29 00 00 00 61,1.4172 MHz,-
3026,70.866687s,70.866710s,5,80 F4 00 1C 00,00 00 00 01 84,1.6633 MHz,-
3027,70.866727s,70.866751s,5,80 F4 00 1C 00,00 00 00 01 84,1.6394 MHz,-
3028,70.866768s,70.866794s,5,80 D6 00 18 40,00 00 00 01 00,1.6444 MHz,-
3029,70.866819s,70.866843s,5,80 FC 00 00 B0,00 00 00 01 00,1.5811 MHz,-
3030,70.866862s,70.866887s,5,80 DC 0F 04 00,00 00 00 01 16,1.6130 MHz,-
3031,70.866963s,70.866994s,6,81 F6 0F 80 00 00,00 00 00 01 D1 15,1.3877 MHz,-
3032,70.867013s,70.867036s,5,80 DC 00 00 00,00 00 00 01 81,1.5921 MHz,-
3033,70.867053s,70.867077s,5,00 F4 00 00 82,00 00 00 01 00,1.6737 MHz,-
3034,70.867095s,70.867118s,5,80 F4 00 00 00,00 00 00 01 A1,1.6294 MHz,-
3035,70.867150s,70.867174s,5,C0 D4 00 1C 00,00 00 00 01 44,1.6394 MHz,-
3036,70.867192s,70.867230s,8,83 FC 00 1C 00 00 00 00,00 00 00 01 44 FF 00 04,1.5610 MHz,-
3037,70.867248s,70.867319s,14,09 D4 00 26 C0 01 00 00 00 0B 80 00 01 43,00 00 00 01 00 00 00 00 00 00 00 00 00 00,1.5489 MHz,-
3038,70.867338s,70.867363s,5,80 D4 00 18 00,00 00 00 01 0C,1.6702 MHz,-
3039,70.868875s,70.868905s,5,80 F4 00 18 00,00 00 00 01 8C,1.1545 MHz,-
3040,70.868925s,70.868949s,5,80 D4 00 18 00,00 00 00 01 8C,1.5445 MHz,-
3041,70.868967s,70.868992s,5,00 D6 00 34 00,00 00 00 01 00,1.7468 MHz,-
3042,70.869010s,70.869033s,5,80 D4 00 18 00,00 00 00 01 84,1.6598 MHz,-
3043,70.869050s,70.869073s,5,80 D6 00 1C 00,00 00 00 01 84,1.6633 MHz,-
3044,70.869090s,70.869115s,5,80 DC 00 18 B0,00 00 00 01 00,1.7392 MHz,-
3045,70.869134s,70.869191s,5,80 FC 00 1C 00,00 00 00 01 84,1.6097 MHz,-
3046,70.870280s,70.870309s,5,80 DC 00 18 00,00 00 00 01 94,1.2076 MHz,-
3047,70.870329s,70.870352s,5,C0 DC 00 1C 00,00 00 00 01 94,1.6478 MHz,-
3048,70.870370s,70.870407s,8,83 DE 00 18 00 00 00 00,00 00 00 01 94 0A 00 04,1.6495 MHz,-
3049,70.870425s,70.870490s,14,89 D4 00 26 00 00 00 00 00 00 00 00 00 00,00 00 00 01 80 01 00 00 00 0A 00 00 00 00,1.5687 MHz,-
3050,70.870507s,70.870530s,5,80 F6 00 1C 00,00 00 00 01 84,1.6461 MHz,-
3051,70.870547s,70.870570s,5,80 D4 00 1C 00,00 00 00 01 84,1.6950 MHz,-
3052,70.870587s,70.870612s,5,80 FE 00 1C 60,00 00 00 01 00,1.5718 MHz,-
3053,70.870644s,70.870668s,5,80 D6 00 18 00,00 00 00 01 04,1.5445 MHz,-
3054,70.870685s,70.870709s,5,00 D4 00 1C 40,00 00 00 01 00,1.7392 MHz,-
3055,70.870727s,70.870750s,5,80 F4 00 18 00,00 00 00 01 44,1.6178 MHz,-
3056,70.870767s,70.870804s,8,83 FE 00 1C 00 00 00 00,00 00 00 01 44 FF 00 04,1.6461 MHz,-
3057,70.870821s,70.870944s,25,9C FE 00 36 C0 01 80 00 00 1E 00 00 01 FF 00 00 00 06 00 00 01 2D 80 00 00,00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,1.4982 MHz,-
3058,70.870961s,70.870984s,5,80 F6 00 18 00,00 00 00 01 0C,1.6113 MHz,-
3059,70.871600s,70.871628s,5,80 FE 00 1C 00,00 00 00 01 8C,1.2852 MHz,-
3060,70.871646s,70.871671s,5,80 D4 00 1C 00,00 00 00 01 8C,1.6529 MHz,-
3061,70.871689s,70.871713s,5,80 D4 00 36 81,00 00 00 01 00,1.7392 MHz,-
3062,70.871731s,70.871754s,5,C0 F6 00 1C 00,00 00 00 01 84,1.6195 MHz,-
3063,70.871771s,70.871794s,5,80 D4 00 18 00,00 00 00 01 84,1.5905 MHz,-
3064,70.871811s,70.871835s,5,00 FE 00 18 20,00 00 00 01 00,1.7095 MHz,-
3065,70.871854s,70.871877s,5,C0 D4 00 18 00,00 00 00 01 84,1.6478 MHz,-
3066,70.873040s,70.873068s,5,80 F6 00 18 00,00 00 00 01 84,1.2433 MHz,-
